user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
"Nehru Yuva Kendra Mirzapur, UP (East)",Mirzapur,"An autonomous organisation under Ministry of Youth Affairs & Sports
#Nyksindia #moyas
Email: nykmirzapur@gmail.com",03-01-2020 06:56,123,178,1601,False,19-08-2020 15:54,"These are our real heroes ushering silent revolution at grassroot level.

#KeyToAllProblems #WorldHumanitarianDay… https://t.co/ZznElr1zRm","['KeyToAllProblems', 'WorldHumanitarianDay']",Twitter Web App,False
Debbie Schlussel,Best Damn Country on Earth USA,"Proud American Proud Jew cultural critic attorney writer pop culture & movie critic, terrorism expert investigative journalist, JD MBA, freedom lover pro-Israel",22-03-2020 17:59,208,24,560,False,19-08-2020 15:51,"Um, look up what happened with the original polio vaccine and ask yourself if you'd have taken it.  You would NOT (… https://t.co/XAShcg04PY",,Twitter Web App,False
Mohammad Sartaj Alam,"Jamshedpur, India /Fatehpur Up","Journalist Bylines in @TheQuint & @Telegraph
Report on oppressed people whose voices are needed  to heard, like victims of discrimination, lynching etc.",10-03-2014 11:25,871,181,15419,False,19-08-2020 15:47,"What is the professionalism that puts the lives of humans at risk?

Scientists from all over the world cannot resea… https://t.co/9wo4OQZxXw",,Twitter for Android,False
Voice of Media,"New Delhi, India","Official Twitter Page of 
https://t.co/uBYqt7aS0w",29-02-2012 05:14,212,81,196,False,19-08-2020 15:43,China grants country's first COVID-19 vaccine patent to CanSino https://t.co/EsrTD0KSNb #Covid_19 #COVID19vaccine… https://t.co/xNSwfIqcvj,"['Covid_19', 'COVID19vaccine']",Twitter Web App,False
TracyLynnMamaWillowWolf,,"Renaissant, Too Much Woman,  Mother, Daughter, Friend, Lover, Thinker, Artist, Activist, Caregiver, CPRP, Survivor, Writer, Believer. I am a force for good 💙",13-04-2020 19:15,12,410,811,False,19-08-2020 15:40,"@CNN I wouldn't take a vaccine approved under this administration.  Trump is dangerous, a liar, and anti-science. H… https://t.co/TbRiRtYb5Z",,Twitter for Android,False
Kalpit Singhal,,Citizen of India,07-07-2020 05:45,6,14,11,False,19-08-2020 15:38,"Whenever, whichever #CovidVaccine  comes, looks like #Netmeds
Will get a license to sell it.
#covidmillionaires… https://t.co/o0IvBWsXNt","['CovidVaccine', 'Netmeds', 'covidmillionaires']",Twitter for Android,False
Stand for Truth #resist,,Are you registered to vote? https://t.co/nTTl0mHBZB  #Independent #JailForAllTrumps #CountryOverParty,07-05-2019 18:00,26,90,7451,False,19-08-2020 15:35,"@jimsciutto Honestly, I'm 💯 pro-vaccine but I won't be taking a #CovidVaccine until it's approved by a Democratic a… https://t.co/1jzSBHbHGl",['CovidVaccine'],Twitter for Android,False
Payal Sirsat,"Nagpur, India",cute soul🥰😘,14-06-2020 16:49,0,17,465,False,19-08-2020 15:28,@bts_bighit BTS Dynamite is like a vaccine for us 😍😍 #CovidVaccine,['CovidVaccine'],Twitter for Android,False
Lower Drug Prices Now,USA,We're a coalition of community groups taking on Big Pharma's price gouging. Because our lives and our health are not for sale.,12-12-2019 21:48,397,968,769,False,19-08-2020 15:19,"Big Pharma insiders are making profits off a #COVIDvaccine while Americans get no guarantee of a safe, affordable v… https://t.co/c1NcGN8VjN",['COVIDvaccine'],Twitter Web App,False
"Owen James, OD (March 18)",Jamaica,A  multi-award winning Jamaican  journalist. Strong proponent of First Principles Thinking with a penchant for facts. Justice Matters! Mom: Daisy Harris James.,04-05-2009 19:47,14909,7072,1553,False,19-08-2020 15:04,A Jamaican friend who works in Eastern Europe says he has had the Russian anti-Covid19 vaccine and has had no side… https://t.co/YK4KDY0fMo,,Twitter for Android,False
editorji,"Sultanpur, New Delhi","editorji is your curated short video news platform. For the latest news and updates, download the editorji app:  https://t.co/WIarrMol8C",13-08-2017 14:29,29355,98,205,True,19-08-2020 15:01,"A #Covid_19 vaccine by Chinese pharma company Sinopharm is likely to be on the market by the end of December, at a… https://t.co/MrrVYkDzdO",['Covid_19'],Twitter Web App,False
CrystalRae,,#OlderWiser #Bucketlist #Peace #Christian #LiveLoveLaugh #Music #Nature #Animals #Experiences #BeachLife #truthsayer & #notorioussmartass,24-07-2013 15:47,227,361,4129,False,19-08-2020 15:00,"""THEY DIDN'T TRACK ASYMPTOMATIC CASES!"" are ALL you fools with your  #newcases listening?!
#China #intelligence 👏… https://t.co/cSLkIgSuvL","['newcases', 'China', 'intelligence']",Twitter for Android,False
Vaccinate Your Family,United States,Twitter account of Vaccinate Your Family (former twitter handle was @ShotofPrev). We discuss #vaccines for people of all ages.,28-07-2010 14:38,8509,2196,1848,False,19-08-2020 15:00,Health experts share information on COVID-19 vaccine development https://t.co/i6rwGeuY3D #vaxnews #COVID19… https://t.co/wuLpeLGgKe,"['vaxnews', 'COVID19']",Twitter Web App,False
"Doreen Zankowski, Esq. Partner @ Duane Morris LLP","Boston, MA and New York, NY","Caregiver to an adult autistic Bro. He ain't heavy, he's my brother. Coffee lover. Attorney. Fair minded. Justice for All. Opinions are my own.",04-02-2012 15:35,115,662,1640,False,19-08-2020 14:54,"@jimsciutto #jimsciutto not sure it’s solely the attack on science, as it very well is mistrust in our government n… https://t.co/Ef1HTcRDyS",['jimsciutto'],Twitter for iPhone,False
Traits To Success,,,14-04-2020 16:44,2,0,0,False,19-08-2020 14:51,[URGENT] This Video REVEALS Who Are INVOLVED - Max Igan Youtube Ban https://t.co/AJLMLzbLwV via @YouTube… https://t.co/slNMHvurXD,,Twitter Web App,False
Nitesh Gupta,,Nothing is better than something,26-04-2020 11:48,11,32,307,False,19-08-2020 14:48,Support plzzz #NEET2020 #HRDMinister_MustResign #neetpostpone2020 #NEETJEEaspirants #NEETJEEaspirants #Covid_19… https://t.co/uataKUCHaq,"['NEET2020', 'HRDMinister_MustResign', 'neetpostpone2020', 'NEETJEEaspirants', 'NEETJEEaspirants', 'Covid_19']",Twitter for Android,False
Vijay Thakkar,"Mumbai, India",Mumbai Cha Mulga. 100 pc Anti-Congress. 200% Modi Supporter. (Can be called Bhakt). RT= Endorsement. Abuse = Block. #JaiSriRam,19-06-2020 00:38,12,44,14,False,19-08-2020 14:31,"@ANI What? Pilot on his Ghar Wapsi brought #CovidVaccine in Rajasthan? Wow !!
#COVIDIDIOTS","['CovidVaccine', 'COVIDIDIOTS']",Twitter for Android,False
Sarah,,,04-10-2011 14:05,144,469,20069,False,19-08-2020 14:30,"No jab, no pay! What happened to my body, my choice! Wake up people! #vaccines #Covid_19 #CovidVaccine https://t.co/oTSIGMaF54","['vaccines', 'Covid_19', 'CovidVaccine']",Twitter for iPad,False
Dr. Achintya,"Sitamarhi, India","PRINCIPAL, DCE, Darbhanga [Formerly PRINCIPAL at MIT, Muzaffarpur, BCE, Bhagalpur and SIT, Sitamarhi]",18-10-2011 14:44,361,106,145,False,19-08-2020 14:29,"@the_hindu #Great
#Hope is necessary for human survival and it instils in us to see the turn of events with… https://t.co/G3QAT4q2br","['Great', 'Hope']",Twitter for Android,False
Africa Cable Network,"Washington, DC",Telling the story and connecting the people of African descent,30-12-2015 18:18,89,22,0,False,19-08-2020 14:24,"#Pope Francis has warned against any prospect that rich people would get priority for a #coronavirus vaccine. ""How… https://t.co/Kyky3KZ2sl","['Pope', 'coronavirus']",Twitter Web App,False
Lower Drug Prices Now,USA,We're a coalition of community groups taking on Big Pharma's price gouging. Because our lives and our health are not for sale.,12-12-2019 21:48,397,968,769,False,19-08-2020 14:17,Drug corps like #Moderna are trying to make us pay twice for a #COVIDvaccine - first through our tax dollars grante… https://t.co/2reurS1Cmz,"['Moderna', 'COVIDvaccine']",Twitter Web App,False
Herman Schoenfeld,,Me,05-11-2012 00:35,415,357,1124,False,19-08-2020 14:05,"AUSTRALIA'S GENOCIDE IS HERE!

The ANZAC's did not bleed and die on the battle-field for us to be put down like pou… https://t.co/YWRf7sGnNR",,Twitter Web App,False
National Herald,"New Delhi, India","National Herald—founded in 1938 by Jawaharlal Nehru—is a news website and weekly newspaper with a focus on people, governance and current affairs",27-06-2014 05:46,100435,315,333,True,19-08-2020 14:00,"With over 175 #Covid19 vaccines currently in different stages of development, the entire human race is hoping that… https://t.co/kSsPjnInCQ",['Covid19'],National Herald,False
Oonagh Lynch PhD,Belfast,"Innovation Broker, North West Centre for Advanced Manufacturing (NW CAM) at Catalyst. Technology dev, licensing & IP advisor in life & health sciences sector.",11-09-2015 18:18,350,1781,2467,False,19-08-2020 13:59,This podcast provides comprehensive update on the current state of play of #Covid_19 vaccine development. Cautious… https://t.co/UkPytGFPAJ,['Covid_19'],Twitter Web App,False
Napoleone Ehmah,"Kampala, Uganda.",Elite StandUp Comedian🇺🇬 | Corporate Events MCee | Actor | Content Creator |  Public Speaker | Former Radio Host| +256774945737,28-04-2011 22:08,2744,515,4707,False,19-08-2020 13:56,"Ugandans celebrate the news of a #CovidVaccine 😂, Police to arrest #WinnieNwagi plus...#AndrewMwenda angry with… https://t.co/CsiKxYEMFq","['CovidVaccine', 'WinnieNwagi', 'AndrewMwenda']",Twitter Web App,False
#wearamask #saveothers,USA,#voteblue2020  do your part,10-09-2016 00:30,51,477,2012,False,19-08-2020 13:29,@jimsciutto My assumption is that people will ultimately realize that a #CovidVaccine will give people a ticket bac… https://t.co/GBXOdCrhAl,['CovidVaccine'],Twitter for iPhone,False
TheKosherCoonhound™,"Philadelphia, PA",She/her; trash-talking coonie w/a shit-eatin' grin,10-08-2015 19:40,133,301,10997,False,19-08-2020 13:20,"If u r a POC who's curious but leery, please consider contacting a site local 2 u conducting a trial of a… https://t.co/cUYhOsuOKn",,Twitter Web App,False
TheKosherCoonhound™,"Philadelphia, PA",She/her; trash-talking coonie w/a shit-eatin' grin,10-08-2015 19:40,133,301,10997,False,19-08-2020 13:20,If ur one of the people who wants 2 get a better understanding the development of a vaccine 2 prevent #COVID19 &amp; r… https://t.co/7rrNS8asSz,['COVID19'],Twitter Web App,False
moneycontrol,Mumbai,"Moneycontrol is India’s No. 1 financial portal. Tune in for breaking news, in-depth analyses, best investment tools. Get #MCPro for exclusive content & benefits",26-08-2009 07:55,907607,290,989,True,19-08-2020 13:13,"Good News! 🥳🎉@SerumInstIndia has initiated phase 2 &amp; 3 clinical trials of its COVID-19 vaccine, here's your daily u… https://t.co/FqHY9UpYLt",,Twitter Web App,False
💧Shaz H,,Watches the news,20-08-2013 23:07,237,312,60755,False,19-08-2020 12:05,"@EddyJokovich Really shoddy of @abc730 ...#AstraZeneca statement was available by early afternoon, saying how puzzl… https://t.co/073keFNGXN",['AstraZeneca'],Twitter for Android,False
💧Michael Dowling-Demand renewable covid recovery!,"Perth, Western Australia",Join me: *Passionate Activist* #DV #Slavery #NBN #Equality #Education #Women #ClimateEmergency RTs ≠ endorsement 🖤may be bookmarks. On never ceded Noongah land,21-03-2011 14:07,10137,9260,209338,False,19-08-2020 12:01,"Right across all aspects of ABC?!  Hook, line and sinker. #auspol #covidvaccine https://t.co/9IuU3K6UCv","['auspol', 'covidvaccine']",Twitter for iPhone,False
Sniperoftruth,"Moscow, Russia",Truth never hides! #TrueIndian,05-08-2019 18:38,2,102,126,False,19-08-2020 11:54,"Expect the unexpected #2020
#Covid_19
#earthquakes
#irrfankhan
#Rishikapoor
#SSR
#planecrash
#bierutblast
#rainfall… https://t.co/5vrFKl3ZXz","['Covid_19', 'earthquakes', 'irrfankhan', 'Rishikapoor', 'SSR', 'planecrash', 'bierutblast', 'rainfall']",Twitter for Android,False
jasmine12.12,,Tea and cats,24-06-2020 08:05,4,2,81,False,19-08-2020 11:41,"Noah Brown: ""Experimental Research for COVID-19 Treatment gets Boost from 4,000 Shincheonji Church Members"" (Zambia… https://t.co/yT9LbZnvGx",,Twitter for iPhone,False
DrewCoulthard #BLM #ExLabour #FreeAssange,Republic of Gilead (seemingly),🌹Ex Labour (recently). Socialist. Drives 80's car. Listens to music. Reads. Thinks. Likes Digestives. Sleeps with the light off. Lights fires.🌹,01-06-2009 21:59,959,587,2503,False,19-08-2020 11:33,"Interesting article about the COVID-19 vaccine and it's application in Australia.

It's a British-Swedish vaccine a… https://t.co/G2KRT9tUtT",,Twitter Web App,False
ALL DAT MATTERZ,"Gurgaon, India","Here to entertain you! We have everything that MATTERZ.. from facts, short tales, trolls, movie gossip to what's trending. Follow us !
DM for collaborations!",27-07-2016 10:00,232,215,234,False,19-08-2020 11:30,"Till date, the nation has announced almost 24,000 instances of the infection, of which, upwards of 438 individuals… https://t.co/XSXCnls30z",,Twitter Web App,False
Vasiliky Kasidis,"Melbourne, Victoria",There will be spelling errors. I use audio dictation. Views my own & sharing doesn’t = endorsement. 🍒,14-09-2018 10:04,120,263,4657,False,19-08-2020 11:30,"This is not the news my budget needed right now. We’ve really copped it pretty hard &amp; so have our families, unpaid/… https://t.co/SILFRji8kW",,Twitter for iPhone,False
Priyamwada Thakur,,Nehruvian. Congresswoman. Rahul Gandhi 🇮🇳🤚#LivetheLifeYouLove #JaiCongress,28-02-2014 19:39,13154,2434,61825,False,19-08-2020 11:20,Ulti Ganga behna isay kehtay hain... Instead of funding the Maharatnas our dear PM squeezes out money into PM Care… https://t.co/OvpVnCL60A,,Twitter for iPhone,False
Adv Jai Gaikwad,Ulhasnagar,"Advocate,Ambedkarite,social activist, Public speaker & Political analyst",29-01-2015 12:56,1306,364,2020,False,19-08-2020 11:13,"let's stand with needy patients in this pandemic✊
#CovidVaccine",['CovidVaccine'],Twitter for Android,False
Budget Bazar,"Uttar Pradesh, India",Budget bazar app is made for all the individual or business users who are involved in any type of financial https://t.co/HYxXt8m52U cover all sector.made in India app,12-08-2020 06:47,23,282,2,False,19-08-2020 11:07,https://t.co/0nDbUF5L10 Budget bazar app build a wall of safety from a corona virus.@narendramodi #CovidVaccine… https://t.co/m5DpjQo9Dd,['CovidVaccine'],Twitter for Android,False
Bent Hanlen,Los Angeles,"Stand Up Comedian., Comedy Store, Flappers. Chicago/LA. sometimes Reno. ScreenwritingU Master Class. U saw me on BET Real Husbands of Hollywood.",27-04-2010 21:56,232,695,4572,False,19-08-2020 11:05,#TheBingeMovie  on @hulu WATCH THIS PROGRAM #America #Putin  #DivorceTrump #Moscow #BidenVP #BoycottGoya… https://t.co/lmFzVj1ust,"['TheBingeMovie', 'America', 'Putin', 'DivorceTrump', 'Moscow', 'BidenVP', 'BoycottGoya']",Twitter for iPhone,False
Lascar Electronics,"Salisbury, England","Manufacturer of EasyLog Data Loggers and PanelPilot Displays. #datalogging #electronics
As well as our innovative products we also offer a Custom Design Service",25-08-2009 15:26,1771,643,367,False,19-08-2020 11:00,"With the speed at which Covid-19 vaccines are being developed, it’s vital that medical practices worldwide prepare,… https://t.co/NpKL1KHapl",,Hootsuite Inc.,False
Nick O'Donoghue,Sydney,"Editor of @PharmacyDaily, and a contributor to @Travel_daily and @BusEvNews.",15-07-2012 00:20,826,864,3504,False,19-08-2020 10:45,Federal Government moves to gain access to a potential #CovidVaccine should prompt State and Territory Governments… https://t.co/uzLS61voxn,['CovidVaccine'],Twitter Web App,False
Brooklyn Tuesday,"Melbourne, Australia",i make the words move good,19-07-2014 00:06,95,642,14209,False,19-08-2020 10:45,just jumped onto facebook for the first time in a while. guess i have more family than i realised who are anti-vacc… https://t.co/Qs6768YkD1,,Twitter for Android,False
Mel Burnian,"Melbourne, Victoria","Defending freedom of speech in Australia and overseas. Mere male. White, too.",15-10-2018 09:15,305,983,2043,False,19-08-2020 10:41,@KatieMouse71 This whole vaccine business is a bit strange. No #CovidVaccine is yet fully-tested and approved.,['CovidVaccine'],Twitter for Android,False
Panagiotis G. Pavlos,"Oslo, Norway","Research Fellow in Philosophy, University of Oslo. Certain that all that is is good and moves towards unity. Tweets in English, Ελληνικά, og på norsk.",05-03-2019 11:30,739,283,10605,False,19-08-2020 10:40,"I sense a severe violation of human rights and freedom.
Nobody has the right to impose a vaccine as compulsory befo… https://t.co/rz4afWZYrL",,Twitter for iPhone,False
Covid India Task Force,Pan-India,"Responding to everything to do with COVID19 in India.

COVID News | Plasma Bank | Tech Solutions to combat COVID | Fundraising | Medical Supplies & PPE Kits",17-03-2020 08:57,847,353,527,False,19-08-2020 10:34,"#CoronaUpdate  The actual timeline of creating a safe #vaccine takes nearly 10-13 years. However, the combined effo… https://t.co/8zUcfZL7o2","['CoronaUpdate', 'vaccine']",Twitter Web App,False
XYZ,"Melbourne, Victoria","Now is the time for change: 

It's your XYZ",21-01-2015 04:35,885,124,4381,False,19-08-2020 10:32,It is refreshing that a public backlash can at least cause a momentary pause in Australia’s descent into totalitari… https://t.co/9bWaMDv3Zl,,Twitter Web App,False
Mayank Tyagi,Gurgaon,#Marketing and Strategy Specialist/Happy Guy/MDI Grad/Loving Father/Average Husband/ Living Analog life using Digital Devices/Often Wrong but Never in Doubt,02-08-2010 11:48,180,978,582,False,19-08-2020 10:30,Vaccines supply chain requirements are really unique and bizzare ranging from Crabs to Sharks. Eye-opener of an art… https://t.co/KqCdRCbZYq,,Twitter Web App,False
Rizwan Ahmed,,Nothing makes me special,22-03-2020 15:38,0,1,2,False,19-08-2020 10:20,"Hello people
Do watch my YT video on corona.
Thus video was made to understand the virus with the least way possibl… https://t.co/T6ac8GRv9C",,Twitter for Android,False
Salt Water In My Veins,Australia,"Ocean is my playground. Surfing, surfing and more surfing. ALP, Climate change is real, current affairs, married.",04-08-2019 03:20,401,820,5798,False,19-08-2020 10:14,"@ScottMorrisonMP you give Australians False hope not ""hope

You have lied you way through your working life. 

Agre… https://t.co/eTi1ay6MdO",,Twitter for Android,False
Eastfield Pharmacy,"Northwich, CW9 7QB","Eastfield Pharmacy is a family-run community pharmacy, providing healthcare products and prescriptions for the Northwich area for over ten years.",16-10-2019 11:47,50,261,1,False,19-08-2020 10:01,"Developing a safe, and effective vaccine for #coronavirus is seen a one of the best ways out of this pandemic. That… https://t.co/BD8kUxHR9C",['coronavirus'],Hootsuite Inc.,False
Lee,The DC & The OC,,19-04-2009 05:24,441,1021,27875,False,19-08-2020 09:55,#ScottyFromMarketing boasting about #NoJabNoPlay today while announcing a non existant deal with #AstraZeneca for a… https://t.co/BfYccozbQq,"['ScottyFromMarketing', 'NoJabNoPlay', 'AstraZeneca']",Twitter Web App,False
Sakal Times,"Maharashtra, India","English daily 🗞️ from Pune bringing the latest news, updates & features from Maharashtra and around the world.
A part of Sakal Media Group (@sakalmedianews).",03-12-2008 05:54,22608,11,336,False,19-08-2020 09:54,The Ministry of Health and Family Welfare said that one of the three COVID-19 vaccine candidates would enter the th… https://t.co/na5FaUxJOe,,Twitter Web App,False
Susie 🇮🇪,Éire,“We know that we belong to God even though the whole world is under the rule of the Evil One” #HaveNoFear #TrustGodNotMan #Covid1984 #Casedemic,25-03-2009 12:40,585,689,7311,False,19-08-2020 09:41,"Wait, what’s this? Should I still dust of my tin foil hat? 🙄 

Get up off your bums and join the many protests agai… https://t.co/1qzGblNw1G",,Twitter for iPhone,False
Tomasina Ravenscroft,,"Lefty, feminist, heretic, just waiting for the revolution",15-04-2020 06:19,17,46,660,False,19-08-2020 09:38,Scotty from marketing demonstrating some fine gymnastics form today as he flip flopped on the COVID vaccine being c… https://t.co/2ev1U7v3gw,,Twitter for iPhone,False
Basant Chaudhary,"Kathmandu, Nepal","Poet, Writer & Social Enthusiast. Views expressed here are personal and nothing to do with my business or CG as a whole.",19-12-2014 18:37,16158,710,5220,False,19-08-2020 09:34,"Recent studies in #China,  #USA, #Denmark and #Sweden show that persons infected by #Covid develop immunity to the… https://t.co/z0npfuu0pJ","['China', 'USA', 'Denmark', 'Sweden', 'Covid']",Twitter for Android,False
Vipul,"New Delhi, India",MBA | SIBM Pune | Tweets thoughts and cricket 🏏,31-07-2019 16:01,53,302,721,False,19-08-2020 09:33,Waiting for China to announce successful vaccine trials and production as soon as other countries start finishing t… https://t.co/u1FP2oozxV,,Twitter for iPhone,False
FedUp,"Melbourne, Victoria",Person in Oz who’s completely had it with all sides of politics and most of our media. FFS people - do better!!,23-07-2020 08:18,143,629,2025,False,19-08-2020 09:31,"Look! 👀 

Someone has leaked the colour-coded distribution map for the non-existent free vaccine. 

The blue states… https://t.co/ZEe41OWIz9",,Twitter for iPhone,False
NewzHook,"Mumbai, India","Let's Change Attitudes towards Disability by bridging the information gap. Newz Hook shares the voice of the people. Disability, Inclusion & Accessibility News.",11-01-2016 10:40,3077,1850,400,True,19-08-2020 09:30,India is set to begin phase 3 trials for an indigenously developed potential Covid-19 vaccine.… https://t.co/1QxFGMSu6A,,SEMrush Social Media Tool,False
Maryanne🌶,"Melbourne, Australia 🇦🇺",bio shmio..,19-12-2014 21:45,72,435,2053,False,19-08-2020 09:28,@ScottMorrisonMP. If all Politicians take it first... then I'll take it 3 months later. Unless of course you can pr… https://t.co/3cOP9Ku4tn,,Twitter Web App,False
AL Pha,"New York, USA",Pro life. I value my FREEDOM more than MY LIFE. Anti totalitarian. China must PAY for the Wuhan Virus. America will NEVER be a socialist country!!!,17-07-2019 05:55,801,1960,3568,False,19-08-2020 09:21,"Will you take the Covid vaccine when offered? Vote in the poll ....
#Poll #CoronavirusVaccine #CovidVaccine… https://t.co/XrjwTZ6BvO","['Poll', 'CoronavirusVaccine', 'CovidVaccine']",Twitter for iPhone,False
💧Shaz H,,Watches the news,20-08-2013 23:07,237,312,60755,False,19-08-2020 09:16,Well well well...former Howard Govt Chief of Staff is a Director at #AstraZeneca...#LiarFromTheShire #auspol… https://t.co/5ptkUUpnhF,"['AstraZeneca', 'LiarFromTheShire', 'auspol']",Twitter for Android,False
World School of Bangladesh,Bangladesh,An online education platform to provide world-class quality education for all Bangladeshi students.,10-08-2020 03:43,9,61,4,False,19-08-2020 09:09,"COVID-19 Vocabulary English: Screening.

Click here : https://t.co/bRsjl11ri7 via @YouTube 

#COVID19… https://t.co/TiIk8BvYiK",['COVID19'],Twitter Web App,False
Sugar 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"Beautiful Scotland, UK","Scottish, Friendly, Fiery and loyal!
Mamma to Harris and wife to @mrchrissugar
🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿",16-07-2013 18:37,8389,610,39092,False,19-08-2020 09:08,No vaccine should ever be mandatory. I am not an anti vaxxer Harris has all his jabs but its personal choice. It's… https://t.co/sbOkaPsNz8,,Twitter for Android,False
G.H,"Australia, EU, Asia!! ",You are only given a little spark of madness. You must not lose it-Robin Williams. Ps: Bc I have bendy thumbs serious is not my default position. Maybe.,16-08-2010 08:49,728,1310,52859,False,19-08-2020 09:01,"@AnthonyCole68 Nps. Have ca already. So...... avoid it in case get more from the non existent but FREE, probably no… https://t.co/NcI9oGbFOi",,Twitter for Android,False
Maryanne🌶,"Melbourne, Australia 🇦🇺",bio shmio..,19-12-2014 21:45,72,435,2053,False,19-08-2020 09:01,"No animal testing, no proper process of creating this vaccine?..then no jabby for me. No..and no. #CovidVaccine… https://t.co/qbojNFRtvi",['CovidVaccine'],Twitter for Android,False
💧Shaz H,,Watches the news,20-08-2013 23:07,237,312,60755,False,19-08-2020 08:49,"@farrm51 And it was a lie. Just ask #AstraZeneca ...
#LiarFromTheShire #auspol #CovidVaccine https://t.co/Y22VNSfyQh","['AstraZeneca', 'LiarFromTheShire', 'auspol', 'CovidVaccine']",Twitter for Android,False
Richmond Millier,"Tasmania, Australia","University of Tasmania @utas_ Student (B.Arts majors; Politics & Journalism) basically, I’m a psephology nutter from a news, media and propaganda angle.",12-05-2011 21:06,376,285,6221,False,19-08-2020 08:37,#CovidVaccine is the one to search for conspiracy theory fodder.,['CovidVaccine'],Echofon,False
Medical Dialogues,"New Delhi, Delhi",Medical and Health News portal In India,16-06-2015 07:34,4685,1233,47,False,19-08-2020 08:34,"COVID-19 warriors will first ones to get vaccine dose, announces MoS Health #covid19 #coronavirus #covidvaccine… https://t.co/Uv5fhPI72b","['covid19', 'coronavirus', 'covidvaccine']",Hocalwire Social Share,False
💧Shaz H,,Watches the news,20-08-2013 23:07,237,312,60755,False,19-08-2020 08:30,Now @theprojecttv has just promoted the lie that @ScottMorrisonMP has signed agreement for #CovidVaccine. He hasn't… https://t.co/YjL2VLeqW8,['CovidVaccine'],Twitter for Android,False
loky_rhodes,,Life is a spiritual battle.,04-09-2018 12:04,111,644,16026,False,19-08-2020 08:29,"@ScottMorrisonMP Australian of faith, please pray for our Prime Minister. He seems to have lost his way.
Keep Austr… https://t.co/2SC92PFwGG",,Twitter for iPhone,False
Karen Andrews MP,"Gold Coast, Australia","Minister for Industry, Science and Technology.  Federal Member for McPherson.  Mechanical Engineer. Authorised by Karen Andrews LNP, Varsity Lakes QLD",15-06-2009 12:00,12325,591,2626,True,19-08-2020 08:09,"Aussies will be among the 1st in the world to receive a #COVIDvaccine if it proves successful, safe &amp; effective - t… https://t.co/KQxcN3FNyx",['COVIDvaccine'],Twitter for iPhone,False
Fabrizio Chiodo,The Netherlands,"Glyco-Scientist,
Senior Researcher in The Netherlands,
Invited Lecturer at Havana University
f.chiodo@amsterdamumc.nl",26-06-2009 12:33,562,943,6119,False,19-08-2020 08:08,"The Cuban vaccine-candidate designed and developed by @FinlayInstituto, now in clinical trial phase 1/2. To be part… https://t.co/tYaPTI5NXb",,Twitter for Android,False
M Kiran Kumar,"Karimnagar, India","I am a lifelong learner
https://t.co/a7aIOfJiIi",15-10-2016 10:37,113,335,12904,False,19-08-2020 08:06,"Never Trust Bill Gates..😅
#CovidVaccine ☠
@BillGates @DrTedros @davidicke https://t.co/b3tKJ0rD2W",['CovidVaccine'],Twitter for Android,False
💧Shaz H,,Watches the news,20-08-2013 23:07,237,312,60755,False,19-08-2020 08:06,@10NewsFirst why are you still saying #LiarFromTheShire has signed an agreement on #CovidVaccine? It was proven hou… https://t.co/CEzLuDWf0W,"['LiarFromTheShire', 'CovidVaccine']",Twitter for Android,False
Matt Leedham,Sydney,Founder @karryontravel✌️and @everyonettctw 👊 My mission is to inspire more people to #traveltochangetheworld,29-12-2013 06:16,1734,2235,2030,False,19-08-2020 08:04,A Vaccine By End Of 2020? Aussies First In Queue To Receive For Free https://t.co/mTTQYzrS9h #togetherintravel… https://t.co/hsEiHTdqW4,['togetherintravel'],CoSchedule,False
libinTmathews,"Kerala, India",Serving India 🇮🇳 is My Mission Either By Service Or Do Charity 4 Needy / World Cinema Lover/ Deep Inclination 4 Astrology due to #Shanidev,30-01-2013 19:52,88,394,16777,False,19-08-2020 08:04,@connectgurmeet @CNBCi Sirf @RelianceAGM @reliancejio  #MukeshAmbani  Company &amp; it's Workers Jobs are Safe baaki Sa… https://t.co/GW2KpWZpNz,['MukeshAmbani'],Twitter for Android,False
🌻🇸🇸♍️,Australia,God made me different to make a difference 🌻,29-05-2018 08:08,134,122,389,False,19-08-2020 07:58,"Australians will be among the first in the world to receive a #COVID19 vaccine, if it proves successful,

The vacci… https://t.co/wtd3qZuToT",['COVID19'],Twitter for iPhone,False
Ahmed J Versi,,"Editor & Publisher, The Muslim News. Ranked among the top 20 most powerful Asians in the British media by the Guardian.",20-06-2010 16:38,2039,283,281,False,19-08-2020 07:55,#WHO Director-Gen @DrTedros called on countries to share their #vaccine supplies to fight #COVID19 strategically &amp;… https://t.co/EEknpgZKAZ,"['WHO', 'vaccine', 'COVID19']",Twitter Web App,False
Mandy Kane,,All comments comprise real-time artistic expression. Read and engage at your own risk.,07-02-2016 07:01,170,786,920,False,19-08-2020 07:50,Severe penalties apply to any trespass to my person. #COVID19 #NWO #CovidVaccine,"['COVID19', 'NWO', 'CovidVaccine']",Twitter for iPad,False
